2025-11-03 01:25:05.035 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ChangeLogMapper.deleteByMap
2025-11-03 01:25:05.037 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ChangeLogMapper.deleteById
2025-11-03 01:25:05.038 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ChangeLogMapper.deleteBatchIds
2025-11-03 01:25:05.041 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ChangeLogMapper.update
2025-11-03 01:25:05.042 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ChangeLogMapper.updateById
2025-11-03 01:25:05.043 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ChangeLogMapper.selectById
2025-11-03 01:25:05.044 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ChangeLogMapper.selectBatchIds
2025-11-03 01:25:05.046 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ChangeLogMapper.selectByMap
2025-11-03 01:25:05.049 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ChangeLogMapper.selectOne
2025-11-03 01:25:05.051 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ChangeLogMapper.selectCount
2025-11-03 01:25:05.054 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ChangeLogMapper.selectMaps
2025-11-03 01:25:05.056 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ChangeLogMapper.selectMapsPage
2025-11-03 01:25:05.058 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ChangeLogMapper.selectObjs
2025-11-03 01:25:05.059 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ChangeLogMapper.selectList
2025-11-03 01:25:05.061 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ChangeLogMapper.selectPage
2025-11-03 01:25:05.061 DEBUG 50559 --- [main] c.b.m.e.s.MybatisSqlSessionFactoryBean   : Parsed mapper file: 'file [/Users/yangyang/Desktop/pro/taihe/taihe_java/aifengshui/backcentral/target/classes/mapper/ChangeLogMapper.xml]'
2025-11-03 01:25:05.071 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ContactMapper.selectContactsByCondition
2025-11-03 01:25:05.071 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ContactMapper.selectContactsByMapCondition
2025-11-03 01:25:05.071 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ContactMapper.batchInsertContacts
